,Unnamed: 0,date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,surface,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment,name,x,y
505,505,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,14.0,7,14,3.25,.5,Sarasa How Pretty (JPN),3,F,119,,1:21.24,81.24,18.4,Yuji Hishida,Inao Okada,,–,81,Drefong (USA),Hayabusa Eminence (USA),Medaglia Doro,Yoshiaki Yokoi,,Hanshin,135.36121312754145,34.77914388048496
506,506,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,7.0,8,7,3.5,0.3,Polifolia (JPN),3,F,119,,1:21.28,81.28,8.0,Yusuke Fujioka,Nobuhiro Suzuki,,–,80,Kitasan Black (JPN),Mended (USA),Broken Vow,Teruya Yoshida,,Hanshin,135.36121312754145,34.77914388048496
507,507,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,5.0,9,5,3.75,0.3,Toshin Curlin (JPN),3,F,119,,1:21.33,81.33,201.0,Haruhiko Kawasu,Haruki Sugiyama,,–,79,Makfi (GB),Toshin Hunter (JPN),Empire Maker,Sato Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
508,508,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,18.0,10,18,3.75,0.05,Ranfurly Banks (JPN),3,F,119,,1:21.33,81.33,56.0,Yutaka Take,Koshiro Take,,–,79,Epiphaneia (JPN),Wild Raspberry (JPN),Falbrav,Susumu Fujita,,Hanshin,135.36121312754145,34.77914388048496
509,509,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,17.0,11,17,4,0.3,Pouce Candeur (JPN),3,F,119,,1:21.37,81.37,55.0,Taiga Tsunoda,Tomoyasu Sakaguchi,,–,78,Shanghai Bobby (USA),Toreno Tomato (JPN),Dehere,Futaba Hirosaki,,Hanshin,135.36121312754145,34.77914388048496
510,510,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,6.0,12,6,4.25,0.2,Rivara (JPN),3,F,119,,1:21.44,81.44,6.0,Shu Ishibashi,Mizuki Takayanagi,,–,78,Kinshasa No Kiseki (AUS),Indriya (USA),Stormy Atlantic,Yasuki Arai,,Hanshin,135.36121312754145,34.77914388048496
511,511,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,16.0,13,16,5.25,1,Maru Mori Delight (JPN),3,F,119,,1:21.58,81.58,481.0,Yusaku Kokubun,Mamoru Ishibashi,,–,75,Dunkirk (USA),Royal Villa (JPN),Zenno Rob Roy,Shigemi Yamashita,,Hanshin,135.36121312754145,34.77914388048496
512,512,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,2.0,14,2,6.5,1.25,Iconostasis (JPN),3,F,119,,1:21.78,81.78,14.9,Yoshihiro Furukawa,Masaaki Koga,,–,72,Maurice (JPN),Pastophoria (JPN),Symboli Kris S,Sunday Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
513,513,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,4.0,15,4,8.25,1.75,Jolie Dame (JPN),3,F,119,,1:22.08,82.08,87.0,Daisaku Matsuda,Hidenori Take,,–,67,Curren Black Hill (JPN),My Dynamite (JPN),Dynamite Daddy,Kuwata Farm Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
514,514,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,10.0,16,10,8.5,0.3,Travelog (JPN),3,F,119,,1:22.12,82.12,13.0,Hiroshi Kitamura,Takaki Iwato,,–,66,Greater London (JPN),Phillis (JPN),Afleet,Shimokobe B,,Hanshin,135.36121312754145,34.77914388048496
515,515,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,8.0,17,8,15.5,7,Ecoro Ai (USA),3,F,119,,1:23.28,83.28,199.0,Kenichi Ikezoe,Hideyuki Mori,,–,47,Shackleford (USA),Key Is To Win (USA),Dixie Union,Masatoshi Haramura,,Hanshin,135.36121312754145,34.77914388048496
516,516,2023-03-12,JPN,Hanshin,06:35,Hochi Hai Fillies Revue (3yo Fillies) (Turf),Flat,,Grade 2,,3yo,F,7f,7f,1400,Good To Firm,Turf,18,3.0,18,3,16,.5,Nishino Tokimeki (JPN),3,F,119,,1:23.37,83.37,143.0,Seina Imamura,Yoshihito Kitade,,–,46,Real Steel (JPN),Red Assiette (JPN),Daiwa Major,Shigeyuki Nishiyama,,Hanshin,135.36121312754145,34.77914388048496
517,517,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,3.0,1,3,0,0,Justin Palace (JPN),4,C,126,,3:06.10,186.10,3.1,Christophe-Patrice Lemaire,Haruki Sugiyama,427958.21,–,119,Deep Impact (JPN),Palace Rumor (USA),Royal Anthem,Masahiro Miki,,Hanshin,135.36121312754145,34.77914388048496
518,518,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,1.0,2,1,1.75,1.75,Boldog Hos (JPN),4,C,123,,3:06.39,186.39,1.6,Yuga Kawada,Hiroshi Miyamoto,171727.09,–,114,Screen Hero (JPN),Boldogsag (FR),Layman,Shadai Race Horse Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
519,519,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,7.0,3,7,2,0.3,Breakup (JPN),5,H,128,,3:06.43,186.43,32.0,Kohei Matsuyama,Tatsuya Yoshioka,107892.75,–,116,Novellist (IRE),Little Jun (JPN),Kurofune,Toako Abe,,Hanshin,135.36121312754145,34.77914388048496
520,520,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,11.0,4,11,2.25,0.3,African Gold (JPN),8,G,126,,3:06.47,186.47,114.0,Kyosuke Kokubun,Masato Nishizono,62940.58,–,114,Stay Gold (JPN),Blixen (USA),Gone West,Godolphin,Led - nudged along 2f out - edged left under pressure over 1f out - hard ridden when headed inside final furlong - no extra towards finish,Hanshin,135.36121312754145,34.77914388048496
521,521,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,13.0,5,13,3.5,1.25,Deep Bond (JPN),6,H,128,,3:06.68,186.68,5.1,Ryuji Wada,Ryuji Okubo,42170.19,–,115,Kizuna (JPN),Zephyranthes (JPN),King Halo,Shinji Maeda,,Hanshin,135.36121312754145,34.77914388048496
522,522,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,4.0,6,4,4,0.3,Sanrei Pocket (JPN),8,H,126,,3:06.77,186.77,46.0,Ryusei Sakai,Yoshitada Takahashi,,–,112,Jungle Pocket (JPN),Admire Punch (JPN),Wild Rush,Keiji Nagai,,Hanshin,135.36121312754145,34.77914388048496
523,523,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,8.0,7,8,8,4,Iron Barows (JPN),6,H,126,,3:07.43,187.43,29.0,Mirai Iwata,Hiroyuki Uemura,,–,107,Orfevre (JPN),Palace Rumor (USA),Royal Anthem,Hirotsugu Inokuma,,Hanshin,135.36121312754145,34.77914388048496
524,524,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,2.0,8,2,9.25,1.25,You Can Smile (JPN),8,H,126,,3:07.64,187.64,90.0,Shu Ishibashi,Yasuo Tomomichi,,–,106,King Kamehameha (JPN),Mood Indigo (JPN),Dance In The Dark,Kaneko Makoto Holdings Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
525,525,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,9.0,9,9,9.5,0.3,Segen (JPN),8,G,126,,3:07.68,187.68,82.0,Yutaka Take,Noriyuki Hori,,–,105,Deep Impact (JPN),Soberania (GER),Monsun,G1 Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
526,526,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,14.0,10,14,10.5,1,Achernar Star (JPN),4,C,123,,3:07.85,187.85,142.0,Ryuto Yokoyama,Hidekatsu Shimizu,,–,103,Tosen Ra (JPN),Palillos (JPN),Taiki Shuttle,Takaaki Nagami,,Hanshin,135.36121312754145,34.77914388048496
527,527,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,10.0,11,10,15.5,5,Melody Lane (JPN),7,M,121,,3:08.68,188.68,90.0,Seina Imamura,Naoyuki Morita,,–,93,Orfevre (JPN),Mowen GB,Motivator,Makio Okada,,Hanshin,135.36121312754145,34.77914388048496
528,528,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,12.0,12,12,15.5,0.05,Shironii (JPN),9,H,126,,3:08.69,188.69,321.0,Manabu Sakai,Yasutoshi Ikee,,–,98,King Kamehameha (JPN),Shirayukihime (JPN),Sunday Silence,Kaneko Makoto Holdings Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
529,529,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,6.0,13,6,16,.5,Nautical Chart (JPN),7,H,126,,3:08.77,188.77,601.0,Katsuto Maruno,Teruya Tsunoda,,–,98,Just A Way (JPN),Heavenly Cruise (JPN),Falbrav,Yuichi Aida,,Hanshin,135.36121312754145,34.77914388048496
530,530,2023-03-19,JPN,Hanshin,06:35,Hanshin Daishoten (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m7f,15f,3000,Good To Firm,Turf,14,5.0,14,5,20,4,Meisho Tengen (JPN),7,H,126,,3:09.43,189.43,248.0,Suguru Hamanaka,Masahiro Matsunaga,,–,93,Deep Impact (JPN),Meisho Beluga (JPN),French Deputy,Yoshio Matsumoto,,Hanshin,135.36121312754145,34.77914388048496
531,531,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,3.0,1,3,0,0,Season Rich (JPN),3,C,123,,1:46.60,106.60,11.6,Taiga Tsunoda,Takashi Kubota,254714.25,–,103,Duramente (JPN),Ever Charmant (JPN),Hearts Cry,Yutaka Uda,,Hanshin,135.36121312754145,34.77914388048496
532,532,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,8.0,2,8,.5,.5,Nocking Point (JPN),3,C,123,,1:46.68,106.68,5.6,Yusuke Fujioka,Tetsuya Kimura,101548.34,–,102,Maurice (JPN),Cecchino (JPN),King Kamehameha,Sunday Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
533,533,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,13.0,3,13,1,.5,Dotto Kuru (JPN),3,C,123,,1:46.77,106.77,15.1,Mirai Iwata,Kazuhide Sasada,63362.29,–,101,Dee Majesty (JPN),Star Of Rosetta (JPN),Lord Kanaloa,Masanobu Habata,,Hanshin,135.36121312754145,34.77914388048496
534,534,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,7.0,4,7,2.25,1.25,Doctor Dolittle (JPN),3,C,123,,1:46.97,106.97,10.1,Kohei Matsuyama,Teiichi Konno,37764.35,–,98,Declaration Of War (USA),Brookdale (JPN),King Kamehameha,Tatsuo Tanikake,,Hanshin,135.36121312754145,34.77914388048496
535,535,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,10.0,5,10,2.5,0.2,Emanuele (JPN),3,C,123,,1:47.05,107.05,27.0,Ryuji Wada,Osamu Hirata,25176.23,–,98,Lord Kanaloa (JPN),Emanon (JPN),Hearts Cry,Tan Maruyama,,Hanshin,135.36121312754145,34.77914388048496
536,536,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,4.0,6,4,2.75,0.3,Omega Rich Man (JPN),3,C,123,,1:47.06,107.06,27.0,Yukito Ishikawa,Shogo Yasuda,,–,97,Isla Bonita (JPN),El Calafate (JPN),Deep Impact,Reiko Hara,,Hanshin,135.36121312754145,34.77914388048496
537,537,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,1.0,7,1,3.5,.75,Fate (JPN),3,C,123,,1:47.18,107.18,16.3,Kota Fujioka,Yoshito Yahagi,,–,95,Real Steel (JPN),Santa Fe Chief (IRE),Wiesenpfad,Susumu Fujita,,Hanshin,135.36121312754145,34.77914388048496
538,538,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,2.0,8,2,4.5,1,Serendipity (JPN),3,C,123,,1:47.35,107.35,15.6,Hayato Yoshida,Hidetaka Otonashi,,–,93,Duramente (JPN),Jealousy (JPN),Harbinger,Hideko Kondo,,Hanshin,135.36121312754145,34.77914388048496
539,539,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,9.0,9,9,4.75,0.3,Meiner Memory (JPN),3,C,123,,1:47.39,107.39,56.0,Tomohiro Yoshimura,Toru Miya,,–,93,Gold Ship (JPN),Cosmo Endless (JPN),Star Of Cozzene,Thoroughbred Club Ruffian Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
540,540,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,12.0,10,12,5.5,.75,Admire Iru (JPN),3,C,123,,1:47.52,107.52,11.1,Taisei Danno,Yasuo Tomomichi,,–,91,Saxon Warrior (JPN),Im Yours GB,Invincible Spirit,Junko Kondo,,Hanshin,135.36121312754145,34.77914388048496
541,541,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,11.0,11,11,5.75,0.3,Full Metal Body (JPN),3,G,123,,1:47.56,107.56,62.0,Daisaku Matsuda,Hisashi Shimizu,,–,90,Mind Your Biscuits (USA),Zarema (JPN),Dance In The Dark,Shadai Race Horse Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
542,542,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,5.0,12,5,6.25,.5,Kings Reign (JPN),3,C,123,,1:47.64,107.64,2.0,Yasunari Iwata,Takahisa Tezuka,,–,89,Rulership (JPN),Touching Speech (JPN),Deep Impact,Sunday Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
543,543,2023-03-25,JPN,Hanshin,06:35,Mainichi Hai (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,13,6.0,13,6,10.25,4,Double Joke (USA),3,C,123,,1:48.31,108.31,112.0,Norihiro Yokoyama,Mitsugu Kon,,–,81,Practical Joke (USA),Double Date (USA),Rahy,Godolphin,Always in rear - never threatened,Hanshin,135.36121312754145,34.77914388048496
544,544,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,2.0,1,2,0,0,Ca Va (JPN),5,H,126,,1:35.50,95.50,18.1,Fuma Matsuwaka,Hiroyuki Uemura,172010.32,–,–,Ill Have Another (USA),Daiwa Burgundy (JPN),Brians Time,Takeshi Fujita,,Hanshin,135.36121312754145,34.77914388048496
545,545,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,14.0,2,14,1.75,1.75,Onyankopon (JPN),4,G,128,,1:35.85,95.85,7.9,Heart Kameda,Shigeyuki Kojima,69826.28,–,–,Eishin Flash (JPN),Chariot Dor (JPN),Victoire Pisa,Kunio Tahara,,Hanshin,135.36121312754145,34.77914388048496
546,546,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,11.0,3,11,1.75,0.05,Seizinger (JPN),7,H,126,,1:35.86,95.86,62.0,Yuichi Kitamura,Kazuya Makita,43095.42,–,–,Dream Journey (JPN),Sachertorte (JPN),Kurofune,Kazuhiko Nagata,,Hanshin,135.36121312754145,34.77914388048496
547,547,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,3.0,4,3,2.25,.5,Selberg (JPN),4,C,126,,1:35.95,95.95,4.6,Seina Imamura,Takashi Suzuki,25805.64,–,–,Epiphaneia (JPN),Enachan (JPN),Kinshasa No Kiseki,Natsumi Kuwahata,,Hanshin,135.36121312754145,34.77914388048496
548,548,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,6.0,5,6,3.5,1.25,Gratias (JPN),5,H,126,,1:36.20,96.20,3.9,Mirco Demuro,Keisuke Miyata,16993.96,–,–,Hearts Cry (JPN),Malacostumbrada (ARG),Lizard Island,Three H Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
549,549,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,13.0,6,13,3.75,0.3,Gray In Green (JPN),5,H,126,,1:36.25,96.25,24.6,Kiwamu Ogino,Yasutoshi Ikee,,–,–,Deep Impact (JPN),Little Gerda (USA),Closing Argument,Aoshiba Shoji Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
550,550,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,1.0,7,1,4.5,.75,Chevalier Rose (JPN),5,H,126,,1:36.40,96.40,23.5,Manabu Sakai,Hisashi Shimizu,,–,–,Deep Impact (JPN),Viane Rose (FR),Sevres Rose,Carrot Farm Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
551,551,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,7.0,8,7,5,0.3,Vigenere (JPN),5,H,126,,1:36.50,96.50,30.0,Taiga Tsunoda,Kunihiko Watanabe,,–,–,Makfi (GB),Code Name (JPN),Sunday Silence,Carrot Farm Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
552,552,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,4.0,9,4,5.25,0.3,Rhinebeck (JPN),6,G,128,,1:36.55,96.55,5.7,Kota Fujioka,Yasuo Tomomichi,,–,–,Deep Impact (JPN),Apapane (JPN),King Kamehameha,Kaneko Makoto Holdings Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
553,553,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,5.0,9,5,5.25,0,Meisho Shintake (JPN),5,H,126,,1:36.55,96.55,40.0,Fuma Izumiya,Teruhiko Chida,,–,–,World Ace (JPN),Admire Bien (JPN),Admire Cozzene,Yoshio Matsumoto,,Hanshin,135.36121312754145,34.77914388048496
554,554,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,9.0,11,9,5.5,0.3,Noruka Soruka (JPN),6,H,126,,1:36.60,96.60,13.2,Yuji Hishida,Kenichi Fujioka,,–,–,Epiphaneia (JPN),Wide Lotus (JPN),Dance In The Dark,Masanobu Habata,,Hanshin,135.36121312754145,34.77914388048496
555,555,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,15.0,12,15,6,.5,Admire Hadar (JPN),5,H,126,,1:36.70,96.70,7.9,Yusuke Fujioka,Ryuji Okubo,,–,–,Lord Kanaloa (JPN),Swear Tosho (JPN),Deep Impact,Junko Kondo,,Hanshin,135.36121312754145,34.77914388048496
556,556,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,10.0,13,10,6.25,0.3,Triple Ace (IRE),6,H,126,,1:36.75,96.75,21.0,Yuji Nakai,Takashi Saito,,–,–,Shamardal (USA),Triple Pirouette (USA),Sunday Silence,Godolphin,Always in rear - never threatened,Hanshin,135.36121312754145,34.77914388048496
557,557,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,12.0,14,12,14.25,8,I Love Tailor (JPN),7,M,126,,1:38.35,98.35,177.0,Akatsuki Tomita,Hiroshi Kawachi,,–,–,Tosen Ra (JPN),Takesho Regina (JPN),Dance In The Dark,Kouichi Nakanishi,,Hanshin,135.36121312754145,34.77914388048496
558,558,2023-03-26,JPN,Hanshin,07:20,Rokko Stakes (4yo+) (Turf),Flat,,Listed,,4yo+,,1m,8f,1600,Yielding,Turf,15,8.0,15,8,14.5,0.3,Ninen B Gumi (JPN),4,F,121,,1:38.40,98.40,122.0,Manabu Tanaka,Yukihide Matsuhira,,–,–,Hokko Tarumae (JPN),Hatano Medusa (JPN),Dance In The Dark,Akira Fujimoto,,Hanshin,135.36121312754145,34.77914388048496
559,559,2023-04-02,JPN,Hanshin,07:40,Osaka Hai (4yo+) (Turf),Flat,,Grade 1,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,9.0,1,9,0,0,Jack DOr (JPN),5,H,128,,1:57.40,117.40,3.6,Yutaka Take,Kenichi Fujioka,1280224.07,–,122,Maurice (JPN),Ravarino (USA),Unbridleds Song,Toshiyuki Maehara,,Hanshin,135.36121312754145,34.77914388048496
560,560,2023-04-02,JPN,Hanshin,07:40,Osaka Hai (4yo+) (Turf),Flat,,Grade 1,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,11.0,2,11,0.05,0.05,Stars On Earth (JPN),4,F,123,,1:57.41,117.41,3.4,Christophe-Patrice Lemaire,Mizuki Takayanagi,509642.5,–,117,Duramente (JPN),Southern Stars GB,Smart Strike,Shadai Race Horse Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
561,561,2023-04-02,JPN,Hanshin,07:40,Osaka Hai (4yo+) (Turf),Flat,,Grade 1,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,13.0,3,13,.25,0.3,Danon The Kid (JPN),5,H,128,,1:57.44,117.44,33.0,Kazuo Yokoyama,Takayuki Yasuda,317761.83,–,121,Just A Way (JPN),Epic Love (IRE),Dansili,Danox Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
562,562,2023-04-02,JPN,Hanshin,07:40,Osaka Hai (4yo+) (Turf),Flat,,Grade 1,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,7.0,4,7,2.25,2,Matenro Leo (JPN),4,C,128,,1:57.78,117.78,31.0,Norihiro Yokoyama,Mitsugu Kon,188821.75,–,117,Hearts Cry (JPN),Saratoga Venus (JPN),Brians Time,Chiyono Terada,,Hanshin,135.36121312754145,34.77914388048496
563,563,2023-04-02,JPN,Hanshin,07:40,Osaka Hai (4yo+) (Turf),Flat,,Grade 1,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,2.0,5,2,3,.75,Maria Elena (JPN),5,M,123,,1:57.90,117.90,12.2,Suguru Hamanaka,Naohiro Yoshida,125881.17,–,111,Kurofune (USA),Tenderly Voice (JPN),Deep Impact,Kaneko Makoto Holdings Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
564,564,2023-04-02,JPN,Hanshin,07:40,Osaka Hai (4yo+) (Turf),Flat,,Grade 1,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,1.0,6,1,3.5,.5,Geraldina (JPN),5,M,123,,1:57.98,117.98,8.5,Mirai Iwata,Takashi Saito,,–,110,Maurice (JPN),Gentildonna (JPN),Deep Impact,Sunday Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
565,565,2023-04-02,JPN,Hanshin,07:40,Osaka Hai (4yo+) (Turf),Flat,,Grade 1,,4yo+,,1m2f,10f,2000,Good To Firm,Turf,16,14.0,7,14,4,.5,Hishi Iguazu (JPN),7,H,128,,1:58.07,118.07,8.1,Kohei Matsuyama,Noriyuki Hori,,–,114,Hearts Cry (JPN),La Liz (ARG),Bernstein,Masahide Abe,,Hanshin,135.36121312754145,34.77914388048496
